50000   2.069749
100000  6.630496
150000  14.907892
200000  26.667127
250000  41.658758
300000  59.874767
350000  81.434907
400000  107.391521
450000  135.161055
500000  166.327403
550000  201.886737
600000  240.722520
650000  285.591305
700000  330.431901
750000  376.147809
800000  428.693871
850000  484.448881
900000  542.528428
950000  606.154028
1000000 671.571287
