50000   0.008516
100000  0.017799
150000  0.027532
200000  0.037647
250000  0.047381
300000  0.058175
350000  0.069869
400000  0.077697
450000  0.090191
500000  0.098940
550000  0.109933
600000  0.122207
650000  0.130028
700000  0.140887
750000  0.153075
800000  0.161069
850000  0.174423
900000  0.186119
950000  0.196484
1000000 0.207537
