50000   0.001286
100000  0.001589
150000  0.001937
200000  0.002156
250000  0.002301
300000  0.002492
350000  0.002773
400000  0.003367
450000  0.003277
500000  0.003411
550000  0.003680
600000  0.003819
650000  0.004130
700000  0.004544
750000  0.004672
800000  0.004720
850000  0.004921
900000  0.005123
950000  0.005423
1000000 0.006025
